,input_angle,input_prheo,pspikenorm_ctr,fitgausspspikenorm_ctr,pspikenorm_fdE0,fitgausspspikenorm_fdE0,pspikenorm_ctrE0,fitgausspspikenorm_ctrE0,pspikenorm_fd,fitgausspspikenorm_fd
60,-30,0.8860946993789445,0.662342667031225,0.6382622227557303,0.757704079791121,0.7282348778241365,0.7496258208281594,0.7191154635379825,0.8160851499241709,0.7918236760820239
61,-29,0.8869996522999272,0.681431933267506,0.6573286021297189,0.7723178411048065,0.7435331653253648,0.7646786029845346,0.7348289760681955,0.8274833247700065,0.8040331397964321
62,-28,0.8878748065902199,0.7002645867255712,0.6762894062373616,0.7866063501584777,0.7586180147489743,0.7794032792620676,0.7503358440525381,0.8385845703857098,0.8160074907114808
63,-27,0.8887200722559953,0.718803691623086,0.6951032253066124,0.8005519528905943,0.773463626033119,0.7937809728336116,0.7656087503385247,0.8493793368799666,0.8277307157955966
64,-26,0.8895353623202589,0.7370129193546757,0.7137279225607372,0.8141375899759572,0.7880441956604779,0.8077934369513149,0.7806203310195479,0.8598584475865634,0.8391869612939296
65,-25,0.8903205928377661,0.7548566400805116,0.7321207843755305,0.8273468079274953,0.8023339899998736,0.8214230677947274,0.7953432554548503,0.8700130984653419,0.8503605681325993
66,-24,0.8910756829094261,0.7723000086613436,0.7502386774493773,0.8401637683049082,0.8163074198079187,0.834652915196712,0.8097503077648771,0.8798348568881124,0.8612361073139385
67,-23,0.8918005546961931,0.7893090449550216,0.7680382122215201,0.8525732551784692,0.8299391155948088,0.8474666914119323,0.8238144694694216,0.8893156598796024,0.8717984151917544
68,-22,0.8924951334324395,0.8058507085359976,0.7854759117096428,0.8645606809955455,0.8432040035486146,0.859848778091837,0.8375090029236745,0.8984478118814034,0.8820326285145574
69,-21,0.8931593474388075,0.8218929679407259,0.8025083848786865,0.8761120909956489,0.856077381704215,0.8717842316283093,0.8508075351967838,0.9072239821047299,0.8919242191240975
70,-20,0.8937931281345382,0.8374048645777579,0.8190925035993062,0.887214166317281,0.86853499603645,0.8832587870252449,0.863684142028945,0.9156372015353706,0.901459028196389
71,-19,0.8943964100492724,0.8523565714721316,0.8351855822072046,0.8978542259364402,0.8805531161522112,0.8942588604536447,0.8761134314964503,0.9236808596517204,0.9106232999127278
72,-18,0.8949691308343232,0.8667194470392552,0.8507455586343018,0.9080202275726922,0.8921086102531004,0.9047715506413269,0.8880706270096143,0.9313487009140984,0.9194037144489897
73,-17,0.8955112312734141,0.880466084104348,0.865731176049842,0.9177007676941071,0.9031790190390164,0.9147846392433249,0.8995316492661272,0.9386348210808553,0.9277874201727654
74,-16,0.8960226552928842,0.8935703543996467,0.8801021639245564,0.926885080747379,0.913742628223609,0.9242865903333447,0.9104731967822067,0.9455336634039976,0.9357620649396244
75,-15,0.8965033499713545,0.9060074487833417,0.8938194174142734,0.935563037733946,0.9237785393349905,0.9332665491506473,0.920872824625968,0.9520400147541731,0.9433158263820087
